first,last,party,id,votes,avotes,electoral,winner,incumbent,percent,state,fips,rating
Brian,Carroll,ASP,66553,31,9,,,,0.0013,LA,22101,likely-r
President,Boddie,Oth,67940,16,7,,,,0.0007,LA,22101,likely-r
Jade,Simmons,Oth,69342,13,3,,,,0.0006,LA,22101,likely-r
Tom,Hoefling,Oth,62535,11,6,,,,0.0005,LA,22101,likely-r
Brock,Pierce,Oth,69341,7,2,,,,0.0003,LA,22101,likely-r
Don,Blankenship,CST,66288,6,1,,,,0.0003,LA,22101,likely-r
Gloria,La Riva,PSL,7623,4,2,,,,0.0002,LA,22101,likely-r
Alyson,Kennedy,SWP,65352,4,1,,,,0.0002,LA,22101,likely-r
Bill,Hammons,Uty,59790,3,1,,,,0.0001,LA,22101,likely-r
Donald,Trump,GOP,8639,99666,0,8.0,X,True,0.7113,LA,22103,likely-r
Joe,Biden,Dem,1036,37746,0,,,,0.2694,LA,22103,likely-r
Jo,Jorgensen,Lib,67957,1868,0,,,,0.0133,LA,22103,likely-r
Kanye,West,Oth,69343,287,0,,,,0.002,LA,22103,likely-r
Brian,Carroll,ASP,66553,152,0,,,,0.0011,LA,22103,likely-r
Jade,Simmons,Oth,69342,81,0,,,,0.0006,LA,22103,likely-r
Don,Blankenship,CST,66288,56,0,,,,0.0004,LA,22103,likely-r
Bill,Hammons,Uty,59790,54,0,,,,0.0004,LA,22103,likely-r
Gloria,La Riva,PSL,7623,47,0,,,,0.0003,LA,22103,likely-r
Brock,Pierce,Oth,69341,45,0,,,,0.0003,LA,22103,likely-r
Tom,Hoefling,Oth,62535,43,0,,,,0.0003,LA,22103,likely-r
President,Boddie,Oth,67940,34,0,,,,0.0002,LA,22103,likely-r
Alyson,Kennedy,SWP,65352,31,0,,,,0.0002,LA,22103,likely-r
Donald,Trump,GOP,8639,37806,0,8.0,X,True,0.6557,LA,22105,likely-r
Joe,Biden,Dem,1036,18887,0,,,,0.3276,LA,22105,likely-r
Jo,Jorgensen,Lib,67957,589,0,,,,0.0102,LA,22105,likely-r
Kanye,West,Oth,69343,136,0,,,,0.0024,LA,22105,likely-r
Brian,Carroll,ASP,66553,63,0,,,,0.0011,LA,22105,likely-r
Jade,Simmons,Oth,69342,42,0,,,,0.0007,LA,22105,likely-r
President,Boddie,Oth,67940,37,0,,,,0.0006,LA,22105,likely-r
Tom,Hoefling,Oth,62535,24,0,,,,0.0004,LA,22105,likely-r
Brock,Pierce,Oth,69341,17,0,,,,0.0003,LA,22105,likely-r
Gloria,La Riva,PSL,7623,17,0,,,,0.0003,LA,22105,likely-r
Bill,Hammons,Uty,59790,17,0,,,,0.0003,LA,22105,likely-r
Don,Blankenship,CST,66288,14,0,,,,0.0002,LA,22105,likely-r
Alyson,Kennedy,SWP,65352,12,0,,,,0.0002,LA,22105,likely-r
Joe,Biden,Dem,1036,1329,746,,,,0.5204,LA,22107,likely-r
Donald,Trump,GOP,8639,1197,734,8.0,X,True,0.4687,LA,22107,likely-r
Jo,Jorgensen,Lib,67957,11,4,,,,0.0043,LA,22107,likely-r
Brian,Carroll,ASP,66553,4,3,,,,0.0016,LA,22107,likely-r
Kanye,West,Oth,69343,4,3,,,,0.0016,LA,22107,likely-r
Jade,Simmons,Oth,69342,2,1,,,,0.0008,LA,22107,likely-r
Tom,Hoefling,Oth,62535,2,2,,,,0.0008,LA,22107,likely-r
President,Boddie,Oth,67940,2,1,,,,0.0008,LA,22107,likely-r
Bill,Hammons,Uty,59790,2,0,,,,0.0008,LA,22107,likely-r
Gloria,La Riva,PSL,7623,1,0,,,,0.0004,LA,22107,likely-r
Don,Blankenship,CST,66288,0,0,,,,0.0,LA,22107,likely-r
Brock,Pierce,Oth,69341,0,0,,,,0.0,LA,22107,likely-r
Alyson,Kennedy,SWP,65352,0,0,,,,0.0,LA,22107,likely-r
Donald,Trump,GOP,8639,34339,0,8.0,X,True,0.7426,LA,22109,likely-r
Joe,Biden,Dem,1036,11198,0,,,,0.2422,LA,22109,likely-r
Jo,Jorgensen,Lib,67957,434,0,,,,0.0094,LA,22109,likely-r
Kanye,West,Oth,69343,81,0,,,,0.0018,LA,22109,likely-r
Brian,Carroll,ASP,66553,51,0,,,,0.0011,LA,22109,likely-r
President,Boddie,Oth,67940,27,0,,,,0.0006,LA,22109,likely-r
Jade,Simmons,Oth,69342,25,0,,,,0.0005,LA,22109,likely-r
Don,Blankenship,CST,66288,17,0,,,,0.0004,LA,22109,likely-r
Gloria,La Riva,PSL,7623,17,0,,,,0.0004,LA,22109,likely-r
Tom,Hoefling,Oth,62535,16,0,,,,0.0003,LA,22109,likely-r
Brock,Pierce,Oth,69341,15,0,,,,0.0003,LA,22109,likely-r
Bill,Hammons,Uty,59790,11,0,,,,0.0002,LA,22109,likely-r
Alyson,Kennedy,SWP,65352,9,0,,,,0.0002,LA,22109,likely-r
Donald,Trump,GOP,8639,8407,3306,8.0,X,True,0.7506,LA,22111,likely-r
Joe,Biden,Dem,1036,2654,1264,,,,0.2369,LA,22111,likely-r
Jo,Jorgensen,Lib,67957,76,12,,,,0.0068,LA,22111,likely-r
Kanye,West,Oth,69343,14,4,,,,0.0012,LA,22111,likely-r
Brian,Carroll,ASP,66553,12,0,,,,0.0011,LA,22111,likely-r
President,Boddie,Oth,67940,11,6,,,,0.001,LA,22111,likely-r
Don,Blankenship,CST,66288,5,1,,,,0.0004,LA,22111,likely-r
Jade,Simmons,Oth,69342,5,4,,,,0.0004,LA,22111,likely-r
Gloria,La Riva,PSL,7623,5,2,,,,0.0004,LA,22111,likely-r
Alyson,Kennedy,SWP,65352,4,2,,,,0.0004,LA,22111,likely-r
Brock,Pierce,Oth,69341,3,1,,,,0.0003,LA,22111,likely-r
Bill,Hammons,Uty,59790,3,1,,,,0.0003,LA,22111,likely-r
Tom,Hoefling,Oth,62535,2,2,,,,0.0002,LA,22111,likely-r
Donald,Trump,GOP,8639,21930,8119,8.0,X,True,0.8026,LA,22113,likely-r
Joe,Biden,Dem,1036,5009,2285,,,,0.1833,LA,22113,likely-r
Jo,Jorgensen,Lib,67957,228,61,,,,0.0083,LA,22113,likely-r
Kanye,West,Oth,69343,45,10,,,,0.0016,LA,22113,likely-r
Brian,Carroll,ASP,66553,36,9,,,,0.0013,LA,22113,likely-r
Jade,Simmons,Oth,69342,17,6,,,,0.0006,LA,22113,likely-r
Brock,Pierce,Oth,69341,12,3,,,,0.0004,LA,22113,likely-r
Don,Blankenship,CST,66288,10,3,,,,0.0004,LA,22113,likely-r
Gloria,La Riva,PSL,7623,9,3,,,,0.0003,LA,22113,likely-r
Alyson,Kennedy,SWP,65352,9,5,,,,0.0003,LA,22113,likely-r
Tom,Hoefling,Oth,62535,7,5,,,,0.0003,LA,22113,likely-r
President,Boddie,Oth,67940,6,2,,,,0.0002,LA,22113,likely-r
Bill,Hammons,Uty,59790,6,1,,,,0.0002,LA,22113,likely-r
Donald,Trump,GOP,8639,14107,0,8.0,X,True,0.8169,LA,22115,likely-r
Joe,Biden,Dem,1036,2898,0,,,,0.1678,LA,22115,likely-r
Jo,Jorgensen,Lib,67957,188,0,,,,0.0109,LA,22115,likely-r
Kanye,West,Oth,69343,18,0,,,,0.001,LA,22115,likely-r
Jade,Simmons,Oth,69342,16,0,,,,0.0009,LA,22115,likely-r
Don,Blankenship,CST,66288,11,0,,,,0.0006,LA,22115,likely-r
Brian,Carroll,ASP,66553,8,0,,,,0.0005,LA,22115,likely-r
Tom,Hoefling,Oth,62535,5,0,,,,0.0003,LA,22115,likely-r
President,Boddie,Oth,67940,4,0,,,,0.0002,LA,22115,likely-r
Alyson,Kennedy,SWP,65352,4,0,,,,0.0002,LA,22115,likely-r
Bill,Hammons,Uty,59790,4,0,,,,0.0002,LA,22115,likely-r
Brock,Pierce,Oth,69341,3,0,,,,0.0002,LA,22115,likely-r
Gloria,La Riva,PSL,7623,2,0,,,,0.0001,LA,22115,likely-r
Donald,Trump,GOP,8639,13307,0,8.0,X,True,0.682,LA,22117,likely-r
Joe,Biden,Dem,1036,5970,0,,,,0.3059,LA,22117,likely-r
Jo,Jorgensen,Lib,67957,120,0,,,,0.0061,LA,22117,likely-r
Kanye,West,Oth,69343,40,0,,,,0.002,LA,22117,likely-r
Brian,Carroll,ASP,66553,28,0,,,,0.0014,LA,22117,likely-r
Jade,Simmons,Oth,69342,16,0,,,,0.0008,LA,22117,likely-r
Tom,Hoefling,Oth,62535,9,0,,,,0.0005,LA,22117,likely-r
Don,Blankenship,CST,66288,5,0,,,,0.0003,LA,22117,likely-r
President,Boddie,Oth,67940,4,0,,,,0.0002,LA,22117,likely-r
Gloria,La Riva,PSL,7623,4,0,,,,0.0002,LA,22117,likely-r
Bill,Hammons,Uty,59790,4,0,,,,0.0002,LA,22117,likely-r
Brock,Pierce,Oth,69341,3,0,,,,0.0002,LA,22117,likely-r
Alyson,Kennedy,SWP,65352,3,0,,,,0.0002,LA,22117,likely-r
Donald,Trump,GOP,8639,11830,4990,8.0,X,True,0.6494,LA,22119,likely-r
Joe,Biden,Dem,1036,6172,3474,,,,0.3388,LA,22119,likely-r
Jo,Jorgensen,Lib,67957,119,39,,,,0.0065,LA,22119,likely-r
Kanye,West,Oth,69343,24,7,,,,0.0013,LA,22119,likely-r
Jade,Simmons,Oth,69342,17,5,,,,0.0009,LA,22119,likely-r
Bill,Hammons,Uty,59790,10,4,,,,0.0005,LA,22119,likely-r
Brian,Carroll,ASP,66553,9,2,,,,0.0005,LA,22119,likely-r
President,Boddie,Oth,67940,9,8,,,,0.0005,LA,22119,likely-r
Gloria,La Riva,PSL,7623,7,6,,,,0.0004,LA,22119,likely-r
Don,Blankenship,CST,66288,6,5,,,,0.0003,LA,22119,likely-r
Brock,Pierce,Oth,69341,5,2,,,,0.0003,LA,22119,likely-r
Alyson,Kennedy,SWP,65352,5,2,,,,0.0003,LA,22119,likely-r
Tom,Hoefling,Oth,62535,3,2,,,,0.0002,LA,22119,likely-r
Donald,Trump,GOP,8639,7684,0,8.0,X,True,0.5451,LA,22121,likely-r
Joe,Biden,Dem,1036,6200,0,,,,0.4398,LA,22121,likely-r
Jo,Jorgensen,Lib,67957,122,0,,,,0.0087,LA,22121,likely-r
Kanye,West,Oth,69343,42,0,,,,0.003,LA,22121,likely-r
Brian,Carroll,ASP,66553,10,0,,,,0.0007,LA,22121,likely-r
Jade,Simmons,Oth,69342,8,0,,,,0.0006,LA,22121,likely-r
Gloria,La Riva,PSL,7623,8,0,,,,0.0006,LA,22121,likely-r
President,Boddie,Oth,67940,7,0,,,,0.0005,LA,22121,likely-r
Brock,Pierce,Oth,69341,5,0,,,,0.0004,LA,22121,likely-r
Bill,Hammons,Uty,59790,4,0,,,,0.0003,LA,22121,likely-r
Alyson,Kennedy,SWP,65352,3,0,,,,0.0002,LA,22121,likely-r
Don,Blankenship,CST,66288,2,0,,,,0.0001,LA,22121,likely-r
Tom,Hoefling,Oth,62535,2,0,,,,0.0001,LA,22121,likely-r
Donald,Trump,GOP,8639,4317,2346,8.0,X,True,0.8545,LA,22123,likely-r
Joe,Biden,Dem,1036,710,343,,,,0.1405,LA,22123,likely-r
Jo,Jorgensen,Lib,67957,12,5,,,,0.0024,LA,22123,likely-r
Brian,Carroll,ASP,66553,3,0,,,,0.0006,LA,22123,likely-r
Jade,Simmons,Oth,69342,3,1,,,,0.0006,LA,22123,likely-r
Kanye,West,Oth,69343,3,1,,,,0.0006,LA,22123,likely-r
Brock,Pierce,Oth,69341,1,1,,,,0.0002,LA,22123,likely-r
Tom,Hoefling,Oth,62535,1,1,,,,0.0002,LA,22123,likely-r
President,Boddie,Oth,67940,1,0,,,,0.0002,LA,22123,likely-r
Alyson,Kennedy,SWP,65352,1,0,,,,0.0002,LA,22123,likely-r
Don,Blankenship,CST,66288,0,0,,,,0.0,LA,22123,likely-r
Gloria,La Riva,PSL,7623,0,0,,,,0.0,LA,22123,likely-r
Bill,Hammons,Uty,59790,0,0,,,,0.0,LA,22123,likely-r
Donald,Trump,GOP,8639,3863,1995,8.0,X,True,0.6163,LA,22125,likely-r
Joe,Biden,Dem,1036,2298,1285,,,,0.3666,LA,22125,likely-r
Jo,Jorgensen,Lib,67957,66,32,,,,0.0105,LA,22125,likely-r
Kanye,West,Oth,69343,15,7,,,,0.0024,LA,22125,likely-r
Brian,Carroll,ASP,66553,6,3,,,,0.001,LA,22125,likely-r
Tom,Hoefling,Oth,62535,5,2,,,,0.0008,LA,22125,likely-r
Don,Blankenship,CST,66288,4,3,,,,0.0006,LA,22125,likely-r
President,Boddie,Oth,67940,4,4,,,,0.0006,LA,22125,likely-r
Jade,Simmons,Oth,69342,3,2,,,,0.0005,LA,22125,likely-r
Bill,Hammons,Uty,59790,2,0,,,,0.0003,LA,22125,likely-r
Brock,Pierce,Oth,69341,1,1,,,,0.0002,LA,22125,likely-r
Gloria,La Riva,PSL,7623,1,0,,,,0.0002,LA,22125,likely-r
Alyson,Kennedy,SWP,65352,0,0,,,,0.0,LA,22125,likely-r
Donald,Trump,GOP,8639,4619,1987,8.0,X,True,0.742,LA,22127,likely-r
Joe,Biden,Dem,1036,1543,780,,,,0.2479,LA,22127,likely-r
Jo,Jorgensen,Lib,67957,36,9,,,,0.0058,LA,22127,likely-r
Don,Blankenship,CST,66288,5,3,,,,0.0008,LA,22127,likely-r
Jade,Simmons,Oth,69342,4,2,,,,0.0006,LA,22127,likely-r
Kanye,West,Oth,69343,4,1,,,,0.0006,LA,22127,likely-r
Gloria,La Riva,PSL,7623,4,4,,,,0.0006,LA,22127,likely-r
Brian,Carroll,ASP,66553,3,3,,,,0.0005,LA,22127,likely-r
Brock,Pierce,Oth,69341,3,1,,,,0.0005,LA,22127,likely-r
President,Boddie,Oth,67940,2,0,,,,0.0003,LA,22127,likely-r
Bill,Hammons,Uty,59790,2,1,,,,0.0003,LA,22127,likely-r
Tom,Hoefling,Oth,62535,0,0,,,,0.0,LA,22127,likely-r
Alyson,Kennedy,SWP,65352,0,0,,,,0.0,LA,22127,likely-r
Donald,Trump,GOP,8639,6143,0,,,True,0.6202,ME,23021,likely-d
Joe,Biden,Dem,1036,3517,0,,X,,0.3551,ME,23021,likely-d
Jo,Jorgensen,Lib,67957,173,0,,,,0.0175,ME,23021,likely-d
Howie,Hawkins,Grn,32916,60,0,,,,0.0061,ME,23021,likely-d
Roque,De La Fuente,ALP,64542,12,0,,,,0.0012,ME,23021,likely-d
Joe,Biden,Dem,1036,71189,0,,X,,0.5491,ME,23031,likely-d
Donald,Trump,GOP,8639,54817,0,,,True,0.4228,ME,23031,likely-d
Jo,Jorgensen,Lib,67957,2189,0,,,,0.0169,ME,23031,likely-d
Howie,Hawkins,Grn,32916,1259,0,,,,0.0097,ME,23031,likely-d
Roque,De La Fuente,ALP,64542,200,0,,,,0.0015,ME,23031,likely-d
Donald,Trump,GOP,8639,10194,0,,,True,0.5875,ME,23029,likely-d
Joe,Biden,Dem,1036,6761,0,,X,,0.3896,ME,23029,likely-d
Jo,Jorgensen,Lib,67957,232,0,,,,0.0134,ME,23029,likely-d
Howie,Hawkins,Grn,32916,143,0,,,,0.0082,ME,23029,likely-d
Roque,De La Fuente,ALP,64542,22,0,,,,0.0013,ME,23029,likely-d
Joe,Biden,Dem,1036,34902,0,,X,,0.4858,ME,23011,likely-d
Donald,Trump,GOP,8639,34721,0,,,True,0.4832,ME,23011,likely-d
Jo,Jorgensen,Lib,67957,1406,0,,,,0.0196,ME,23011,likely-d
Howie,Hawkins,Grn,32916,730,0,,,,0.0102,ME,23011,likely-d
Roque,De La Fuente,ALP,64542,91,0,,,,0.0013,ME,23011,likely-d
Donald,Trump,GOP,8639,21080,0,,,True,0.5898,ME,23003,likely-d
Joe,Biden,Dem,1036,13956,0,,X,,0.3905,ME,23003,likely-d
Jo,Jorgensen,Lib,67957,421,0,,,,0.0118,ME,23003,likely-d
Howie,Hawkins,Grn,32916,233,0,,,,0.0065,ME,23003,likely-d
Roque,De La Fuente,ALP,64542,52,0,,,,0.0015,ME,23003,likely-d
Joe,Biden,Dem,1036,12684,0,,X,,0.5376,ME,23015,likely-d
Donald,Trump,GOP,8639,10256,0,,,True,0.4347,ME,23015,likely-d
Jo,Jorgensen,Lib,67957,420,0,,,,0.0178,ME,23015,likely-d
Howie,Hawkins,Grn,32916,199,0,,,,0.0084,ME,23015,likely-d
Roque,De La Fuente,ALP,64542,35,0,,,,0.0015,ME,23015,likely-d
Donald,Trump,GOP,8639,44827,0,,,True,0.5257,ME,23019,likely-d
Joe,Biden,Dem,1036,37716,0,,X,,0.4423,ME,23019,likely-d
Jo,Jorgensen,Lib,67957,1854,0,,,,0.0217,ME,23019,likely-d
Howie,Hawkins,Grn,32916,746,0,,,,0.0087,ME,23019,likely-d
Roque,De La Fuente,ALP,64542,125,0,,,,0.0015,ME,23019,likely-d
Joe,Biden,Dem,1036,19366,0,,X,,0.5484,ME,23009,likely-d
Donald,Trump,GOP,8639,14980,0,,,True,0.4242,ME,23009,likely-d
Jo,Jorgensen,Lib,67957,549,0,,,,0.0155,ME,23009,likely-d
Howie,Hawkins,Grn,32916,380,0,,,,0.0108,ME,23009,likely-d
Roque,De La Fuente,ALP,64542,41,0,,,,0.0012,ME,23009,likely-d
Donald,Trump,GOP,8639,17698,0,,,True,0.5284,ME,23017,likely-d
Joe,Biden,Dem,1036,14755,0,,X,,0.4406,ME,23017,likely-d
Jo,Jorgensen,Lib,67957,650,0,,,,0.0194,ME,23017,likely-d
Howie,Hawkins,Grn,32916,347,0,,,,0.0104,ME,23017,likely-d
Roque,De La Fuente,ALP,64542,41,0,,,,0.0012,ME,23017,likely-d
Donald,Trump,GOP,8639,16644,0,,,True,0.6037,ME,23025,likely-d
Joe,Biden,Dem,1036,10199,0,,X,,0.3699,ME,23025,likely-d
Jo,Jorgensen,Lib,67957,466,0,,,,0.0169,ME,23025,likely-d
Howie,Hawkins,Grn,32916,230,0,,,,0.0083,ME,23025,likely-d
Roque,De La Fuente,ALP,64542,32,0,,,,0.0012,ME,23025,likely-d
Joe,Biden,Dem,1036,15110,0,,X,,0.5873,ME,23013,likely-d
Donald,Trump,GOP,8639,9982,0,,,True,0.388,ME,23013,likely-d
Jo,Jorgensen,Lib,67957,355,0,,,,0.0138,ME,23013,likely-d
Howie,Hawkins,Grn,32916,248,0,,,,0.0096,ME,23013,likely-d
Roque,De La Fuente,ALP,64542,34,0,,,,0.0013,ME,23013,likely-d
Joe,Biden,Dem,1036,13528,0,,X,,0.5628,ME,23023,likely-d
Donald,Trump,GOP,8639,9755,0,,,True,0.4058,ME,23023,likely-d
Jo,Jorgensen,Lib,67957,473,0,,,,0.0197,ME,23023,likely-d
Howie,Hawkins,Grn,32916,249,0,,,,0.0104,ME,23023,likely-d
Roque,De La Fuente,ALP,64542,31,0,,,,0.0013,ME,23023,likely-d
Donald,Trump,GOP,8639,8754,0,,,True,0.5034,ME,23007,likely-d
Joe,Biden,Dem,1036,8069,0,,X,,0.464,ME,23007,likely-d
Jo,Jorgensen,Lib,67957,353,0,,,,0.0203,ME,23007,likely-d
Howie,Hawkins,Grn,32916,183,0,,,,0.0105,ME,23007,likely-d
Roque,De La Fuente,ALP,64542,31,0,,,,0.0018,ME,23007,likely-d
Joe,Biden,Dem,1036,133358,0,,X,,0.6686,ME,23005,likely-d
Donald,Trump,GOP,8639,60422,0,,,True,0.3029,ME,23005,likely-d
Jo,Jorgensen,Lib,67957,3104,0,,,,0.0156,ME,23005,likely-d
Howie,Hawkins,Grn,32916,2273,0,,,,0.0114,ME,23005,likely-d
Roque,De La Fuente,ALP,64542,297,0,,,,0.0015,ME,23005,likely-d
Joe,Biden,Dem,1036,12345,0,,X,,0.5076,ME,23027,likely-d
Donald,Trump,GOP,8639,11196,0,,,True,0.4603,ME,23027,likely-d
Jo,Jorgensen,Lib,67957,402,0,,,,0.0165,ME,23027,likely-d
Howie,Hawkins,Grn,32916,347,0,,,,0.0143,ME,23027,likely-d
Roque,De La Fuente,ALP,64542,31,0,,,,0.0013,ME,23027,likely-d
Donald,Trump,GOP,8639,29268,0,,,True,0.4986,ME,23001,likely-d
Joe,Biden,Dem,1036,27617,0,,X,,0.4705,ME,23001,likely-d
Jo,Jorgensen,Lib,67957,1105,0,,,,0.0188,ME,23001,likely-d
Howie,Hawkins,Grn,32916,603,0,,,,0.0103,ME,23001,likely-d
Roque,De La Fuente,ALP,64542,108,0,,,,0.0018,ME,23001,likely-d
Donald,Trump,GOP,8639,20886,0,,,True,0.6845,MD,24001,likely-d
Joe,Biden,Dem,1036,9158,0,,X,,0.3002,MD,24001,likely-d
Jo,Jorgensen,Lib,67957,308,0,,,,0.0101,MD,24001,likely-d
Howie,Hawkins,Grn,32916,120,0,,,,0.0039,MD,24001,likely-d
Jerome,Segal,BdR,66954,39,0,,,,0.0013,MD,24001,likely-d
Joe,Biden,Dem,1036,172823,0,,X,,0.5631,MD,24003,likely-d
Donald,Trump,GOP,8639,127821,0,,,True,0.4165,MD,24003,likely-d
Jo,Jorgensen,Lib,67957,4652,0,,,,0.0152,MD,24003,likely-d
Howie,Hawkins,Grn,32916,1247,0,,,,0.0041,MD,24003,likely-d
Jerome,Segal,BdR,66954,381,0,,,,0.0012,MD,24003,likely-d
Joe,Biden,Dem,1036,258409,0,,X,,0.6273,MD,24005,likely-d
Donald,Trump,GOP,8639,146202,0,,,True,0.3549,MD,24005,likely-d
Jo,Jorgensen,Lib,67957,4927,0,,,,0.012,MD,24005,likely-d
Howie,Hawkins,Grn,32916,1820,0,,,,0.0044,MD,24005,likely-d
Jerome,Segal,BdR,66954,548,0,,,,0.0013,MD,24005,likely-d
Joe,Biden,Dem,1036,207260,0,,X,,0.8775,MD,24510,likely-d
Donald,Trump,GOP,8639,25374,0,,,True,0.1074,MD,24510,likely-d
Jo,Jorgensen,Lib,67957,1761,0,,,,0.0075,MD,24510,likely-d
Howie,Hawkins,Grn,32916,1338,0,,,,0.0057,MD,24510,likely-d
Jerome,Segal,BdR,66954,456,0,,,,0.0019,MD,24510,likely-d
Donald,Trump,GOP,8639,25346,0,,,True,0.519,MD,24009,likely-d
Joe,Biden,Dem,1036,22587,0,,X,,0.4625,MD,24009,likely-d
Jo,Jorgensen,Lib,67957,733,0,,,,0.015,MD,24009,likely-d
Howie,Hawkins,Grn,32916,127,0,,,,0.0026,MD,24009,likely-d
Jerome,Segal,BdR,66954,39,0,,,,0.0008,MD,24009,likely-d
Donald,Trump,GOP,8639,10283,0,,,True,0.6538,MD,24011,likely-d
Joe,Biden,Dem,1036,5095,0,,X,,0.3239,MD,24011,likely-d
Jo,Jorgensen,Lib,67957,229,0,,,,0.0146,MD,24011,likely-d
Howie,Hawkins,Grn,32916,90,0,,,,0.0057,MD,24011,likely-d
Jerome,Segal,BdR,66954,32,0,,,,0.002,MD,24011,likely-d
Donald,Trump,GOP,8639,60218,0,,,True,0.6058,MD,24013,likely-d
Joe,Biden,Dem,1036,36456,0,,X,,0.3667,MD,24013,likely-d
Jo,Jorgensen,Lib,67957,2028,0,,,,0.0204,MD,24013,likely-d
Howie,Hawkins,Grn,32916,537,0,,,,0.0054,MD,24013,likely-d
Jerome,Segal,BdR,66954,169,0,,,,0.0017,MD,24013,likely-d
Donald,Trump,GOP,8639,29439,0,,,True,0.6227,MD,24015,likely-d
Joe,Biden,Dem,1036,16809,0,,X,,0.3556,MD,24015,likely-d
Jo,Jorgensen,Lib,67957,706,0,,,,0.0149,MD,24015,likely-d
Howie,Hawkins,Grn,32916,229,0,,,,0.0048,MD,24015,likely-d
Jerome,Segal,BdR,66954,90,0,,,,0.0019,MD,24015,likely-d
Joe,Biden,Dem,1036,62171,0,,X,,0.6981,MD,24017,likely-d
Donald,Trump,GOP,8639,25579,0,,,True,0.2872,MD,24017,likely-d
Jo,Jorgensen,Lib,67957,769,0,,,,0.0086,MD,24017,likely-d
Howie,Hawkins,Grn,32916,408,0,,,,0.0046,MD,24017,likely-d
Jerome,Segal,BdR,66954,136,0,,,,0.0015,MD,24017,likely-d
Donald,Trump,GOP,8639,8764,0,,,True,0.55,MD,24019,likely-d
Joe,Biden,Dem,1036,6857,0,,X,,0.4303,MD,24019,likely-d
Jo,Jorgensen,Lib,67957,174,0,,,,0.0109,MD,24019,likely-d
Howie,Hawkins,Grn,32916,97,0,,,,0.0061,MD,24019,likely-d
Jerome,Segal,BdR,66954,42,0,,,,0.0026,MD,24019,likely-d
Joe,Biden,Dem,1036,77675,0,,X,,0.5373,MD,24021,likely-d
Donald,Trump,GOP,8639,63682,0,,,True,0.4405,MD,24021,likely-d
Jo,Jorgensen,Lib,67957,2282,0,,,,0.0158,MD,24021,likely-d
Howie,Hawkins,Grn,32916,686,0,,,,0.0047,MD,24021,likely-d
Jerome,Segal,BdR,66954,243,0,,,,0.0017,MD,24021,likely-d
Donald,Trump,GOP,8639,12002,0,,,True,0.7704,MD,24023,likely-d
Joe,Biden,Dem,1036,3281,0,,X,,0.2106,MD,24023,likely-d
Jo,Jorgensen,Lib,67957,212,0,,,,0.0136,MD,24023,likely-d
Howie,Hawkins,Grn,32916,64,0,,,,0.0041,MD,24023,likely-d
Jerome,Segal,BdR,66954,20,0,,,,0.0013,MD,24023,likely-d
Donald,Trump,GOP,8639,80930,0,,,True,0.5497,MD,24025,likely-d
Joe,Biden,Dem,1036,63095,0,,X,,0.4286,MD,24025,likely-d
Jo,Jorgensen,Lib,67957,2473,0,,,,0.0168,MD,24025,likely-d
Howie,Hawkins,Grn,32916,577,0,,,,0.0039,MD,24025,likely-d
Jerome,Segal,BdR,66954,146,0,,,,0.001,MD,24025,likely-d
Joe,Biden,Dem,1036,129433,0,,X,,0.7138,MD,24027,likely-d
Donald,Trump,GOP,8639,48390,0,,,True,0.2669,MD,24027,likely-d
Jo,Jorgensen,Lib,67957,2471,0,,,,0.0136,MD,24027,likely-d
Howie,Hawkins,Grn,32916,785,0,,,,0.0043,MD,24027,likely-d
Jerome,Segal,BdR,66954,245,0,,,,0.0014,MD,24027,likely-d
Joe,Biden,Dem,1036,5329,0,,X,,0.4962,MD,24029,likely-d
Donald,Trump,GOP,8639,5195,0,,,True,0.4837,MD,24029,likely-d
Jo,Jorgensen,Lib,67957,117,0,,,,0.0109,MD,24029,likely-d
Howie,Hawkins,Grn,32916,68,0,,,,0.0063,MD,24029,likely-d
Jerome,Segal,BdR,66954,31,0,,,,0.0029,MD,24029,likely-d
Joe,Biden,Dem,1036,419569,0,,X,,0.7923,MD,24031,likely-d
Donald,Trump,GOP,8639,101222,0,,,True,0.1911,MD,24031,likely-d
Jo,Jorgensen,Lib,67957,4247,0,,,,0.008,MD,24031,likely-d
Howie,Hawkins,Grn,32916,3091,0,,,,0.0058,MD,24031,likely-d
Jerome,Segal,BdR,66954,1440,0,,,,0.0027,MD,24031,likely-d
Joe,Biden,Dem,1036,379208,0,,X,,0.8968,MD,24033,likely-d
Donald,Trump,GOP,8639,37090,0,,,True,0.0877,MD,24033,likely-d
Howie,Hawkins,Grn,32916,3349,0,,,,0.0079,MD,24033,likely-d
Jo,Jorgensen,Lib,67957,1810,0,,,,0.0043,MD,24033,likely-d
Jerome,Segal,BdR,66954,1394,0,,,,0.0033,MD,24033,likely-d
Donald,Trump,GOP,8639,18741,0,,,True,0.6231,MD,24035,likely-d
Joe,Biden,Dem,1036,10709,0,,X,,0.356,MD,24035,likely-d
Jo,Jorgensen,Lib,67957,411,0,,,,0.0137,MD,24035,likely-d
Howie,Hawkins,Grn,32916,164,0,,,,0.0055,MD,24035,likely-d
Jerome,Segal,BdR,66954,54,0,,,,0.0018,MD,24035,likely-d
Donald,Trump,GOP,8639,30826,0,,,True,0.557,MD,24037,likely-d
Joe,Biden,Dem,1036,23138,0,,X,,0.4181,MD,24037,likely-d
